Object 1 Volume,Object 1 Grasping Length,"Object 1 Shape (Cuboid, Sphere, Cylinder)",Object 2 Volume,Object 2 Grasping Length,"Object 2 Shape (Cuboid, Sphere, Cylinder)",Remaining Workspace Volume after first grasp,Remaining Workspace Volume after both grasps
0.00013,0.052,"[1, 0, 0]",4.1888e-06,0.0,"[0, 1, 0]",0.0066046974675455,0.0031160210484862
7.5398e-06,0.024,"[0, 0, 1]",7.36222e-05,0.0,"[0, 1, 0]",0.0067050837272076,0.0031333505079823
1.71573e-05,0.0,"[0, 1, 0]",2.35619e-05,0.012,"[0, 0, 1]",0.006696012695644,0.0031334279445851
8.0425e-06,0.04,"[0, 0, 1]",0.000208152,0.118,"[1, 0, 0]",0.0067048222627391,0.0031330852062863
0.000322944,0.096,"[1, 0, 0]",1.3552e-05,0.028,"[1, 0, 0]",0.0064888306041895,0.0030518589674596
1.1494e-05,0.0,"[0, 1, 0]",0.0002135278,0.118,"[0, 0, 1]",0.0066991948417999,0.003133338451597
9.2028e-06,0.0,"[0, 1, 0]",0.00021168,0.12,"[1, 0, 0]",0.0067010806009163,0.0031332443031776
0.0001021604,0.0,"[0, 1, 0]",1.29308e-05,0.084,"[0, 0, 1]",0.0066323152922627,0.0031231450195078
6.7733e-06,0.044,"[0, 0, 1]",5.79058e-05,0.072,"[0, 0, 1]",0.0067036533300379,0.0031333064830811
9.19523e-05,0.0,"[0, 1, 0]",2.4429e-05,0.0,"[0, 1, 0]",0.0066393388326803,0.003124749735164
0.000110032,0.052,"[1, 0, 0]",6.54498e-05,0.0,"[0, 1, 0]",0.0066421662284801,0.0031158484155918
2.05795e-05,0.0,"[0, 1, 0]",5.3248e-05,0.052,"[1, 0, 0]",0.0066931283697039,0.0031331493358418
7.2382e-06,0.0,"[0, 1, 0]",0.0001206372,0.096,"[0, 0, 1]",0.0067026154630972,0.0031334704365694
3.6064e-05,0.046,"[1, 0, 0]",5.0965e-05,0.0,"[0, 1, 0]",0.0066839716196342,0.0031286048811257
1.1494e-05,0.0,"[0, 1, 0]",1.94779e-05,0.062,"[0, 0, 1]",0.0066994127265129,0.0031332982719967
0.0001724106,0.07,"[0, 0, 1]",1.4368e-06,0.0,"[0, 1, 0]",0.0066432707085825,0.0031216862095006
4.46022e-05,0.0,"[0, 1, 0]",4.0176e-05,0.124,"[1, 0, 0]",0.006675342067598,0.0031314544101763
9.19523e-05,0.0,"[0, 1, 0]",4.82549e-05,0.06,"[0, 0, 1]",0.0066401118032254,0.0031242610143749
1.936e-05,0.04,"[1, 0, 0]",5.0965e-05,0.0,"[0, 1, 0]",0.0066974710770657,0.003131046685181
8.3629e-06,0.022,"[0, 0, 1]",6.72e-05,0.042,"[1, 0, 0]",0.0067045541237296,0.0031333727129419
2.87309e-05,0.0,"[0, 1, 0]",1.4368e-06,0.0,"[0, 1, 0]",0.0066864238143047,0.0031326283516336
5.5753e-06,0.0,"[0, 1, 0]",9.9e-05,0.11,"[1, 0, 0]",0.0067034985627881,0.0031333600557596
0.0001796614,0.068,"[0, 0, 1]",0.000297432,0.102,"[1, 0, 0]",0.0066385503562251,0.0031196182801316
2.4429e-05,0.0,"[0, 1, 0]",6.6248e-05,0.098,"[1, 0, 0]",0.0066916728466613,0.0031329198355405
2.87309e-05,0.0,"[0, 1, 0]",3.87924e-05,0.0,"[0, 1, 0]",0.0066868800337905,0.0031324865226501
2.05795e-05,0.0,"[0, 1, 0]",6.5e-05,0.026,"[1, 0, 0]",0.0066937859750094,0.0031333061611418
5.0965e-05,0.0,"[0, 1, 0]",3.35103e-05,0.0,"[0, 1, 0]",0.006671988564051,0.0031307749657233
1.04552e-05,0.052,"[0, 0, 1]",0.0001263046,0.076,"[0, 0, 1]",0.0067033258208082,0.0031331053764182
0.0001270209,0.112,"[0, 0, 1]",1.71573e-05,0.0,"[0, 1, 0]",0.0066622961745872,0.0031304669658363
0.0001694764,0.074,"[0, 0, 1]",0.0001984,0.124,"[1, 0, 0]",0.0066474853586442,0.0031211109820894
9.19523e-05,0.0,"[0, 1, 0]",0.000169128,0.058,"[1, 0, 0]",0.0066381293012406,0.0031247095908595
0.0001099306,0.108,"[0, 0, 1]",6.75568e-05,0.084,"[0, 0, 1]",0.0066652330265593,0.0031320273626713
2.1447e-06,0.0,"[0, 1, 0]",2.34e-05,0.026,"[1, 0, 0]",0.0067047970610453,0.0031332863678712
1.6e-05,0.01,"[1, 0, 0]",1.41372e-05,0.0,"[0, 1, 0]",0.0066995243621776,0.0031334172691373
9e-05,0.1,"[1, 0, 0]",0.00032076,0.11,"[1, 0, 0]",0.0066661942555126,0.0031105451151867
1.44765e-05,0.032,"[0, 0, 1]",0.00024336,0.09,"[1, 0, 0]",0.0067018961504354,0.0031331988566939
0.0001826396,0.086,"[0, 0, 1]",5.0965e-05,0.0,"[0, 1, 0]",0.0066349427977342,0.0031223500033868
7.7616e-05,0.044,"[1, 0, 0]",0.0002505986,0.118,"[0, 0, 1]",0.0066536654382538,0.003125812489489
0.0001352,0.05,"[1, 0, 0]",7e-05,0.028,"[1, 0, 0]",0.0066121859719849,0.0031114523095377
4.46022e-05,0.0,"[0, 1, 0]",0.0001492257,0.076,"[0, 0, 1]",0.0066757641619973,0.0031310744256763
0.000112896,0.064,"[1, 0, 0]",1.71573e-05,0.0,"[0, 1, 0]",0.006630811416872,0.0031089775411782
2.41274e-05,0.12,"[0, 0, 1]",1.4336e-05,0.014,"[1, 0, 0]",0.0067006535732677,0.0031332449897586
0.0001634822,0.118,"[0, 0, 1]",0.000295,0.118,"[1, 0, 0]",0.006646079298931,0.0031276242618543
7.2382e-06,0.0,"[0, 1, 0]",3.888e-05,0.12,"[1, 0, 0]",0.006703189282484,0.0031332279314519
4.70485e-05,0.026,"[0, 0, 1]",7.2382e-06,0.016,"[0, 0, 1]",0.0066918244792828,0.0031313741069692
5.5753e-06,0.0,"[0, 1, 0]",0.0001824,0.114,"[1, 0, 0]",0.0067035675674119,0.0031332756567156
1.4368e-06,0.0,"[0, 1, 0]",2.4429e-05,0.0,"[0, 1, 0]",0.0067049366396139,0.0031332730552085
5.2272e-05,0.108,"[1, 0, 0]",4.17643e-05,0.046,"[0, 0, 1]",0.0066848295823688,0.0031191949743697
2.05795e-05,0.0,"[0, 1, 0]",7.2382e-06,0.0,"[0, 1, 0]",0.0066934422408866,0.0031332411380823
9.85203e-05,0.04,"[0, 0, 1]",0.000162288,0.092,"[1, 0, 0]",0.0066786278133553,0.0031263457526363
8.064e-06,0.014,"[1, 0, 0]",7.2382e-06,0.0,"[0, 1, 0]",0.0067003920548083,0.0031335713923756
9.0112e-05,0.088,"[1, 0, 0]",8.704e-06,0.034,"[1, 0, 0]",0.0066537734481349,0.003109616171399
1.1494e-05,0.0,"[0, 1, 0]",6.54498e-05,0.0,"[0, 1, 0]",0.0066994520526509,0.0031332636424407
9.07292e-05,0.08,"[0, 0, 1]",5.0336e-05,0.104,"[1, 0, 0]",0.006669723780707,0.0031312176559288
1.99742e-05,0.022,"[0, 0, 1]",2.4429e-05,0.0,"[0, 1, 0]",0.0067025345403708,0.0031329322287223
7.36222e-05,0.0,"[0, 1, 0]",0.0002219347,0.084,"[0, 0, 1]",0.0066544569917044,0.0031271976760086
3.87924e-05,0.0,"[0, 1, 0]",0.0001918131,0.106,"[0, 0, 1]",0.0066807595763285,0.0031319594057446
5.3248e-05,0.052,"[1, 0, 0]",3.4848e-05,0.072,"[1, 0, 0]",0.0066724337396482,0.0031249366885259
1.41372e-05,0.0,"[0, 1, 0]",9.19523e-05,0.0,"[0, 1, 0]",0.0066978898905664,0.0031332140920304
0.000148016,0.044,"[1, 0, 0]",1.41372e-05,0.0,"[0, 1, 0]",0.0065970158835471,0.0031207672958419
0.0001035029,0.114,"[0, 0, 1]",0.000383496,0.114,"[1, 0, 0]",0.0066719608904062,0.0031322916086089
3.0456e-05,0.094,"[1, 0, 0]",0.0001256637,0.064,"[0, 0, 1]",0.0066936611633641,0.0031289721801941
3.35103e-05,0.0,"[0, 1, 0]",0.0001426723,0.054,"[0, 0, 1]",0.0066843521831922,0.0031321921433023
4.032e-05,0.07,"[1, 0, 0]",1.728e-05,0.12,"[1, 0, 0]",0.0066731009588115,0.0031259558275736
0.000119148,0.086,"[0, 0, 1]",4.61437e-05,0.102,"[0, 0, 1]",0.0066635688301752,0.0031290349927456
0.000314928,0.108,"[1, 0, 0]",9.2028e-06,0.0,"[0, 1, 0]",0.0065297794538852,0.003041829889458
5.5753e-06,0.0,"[0, 1, 0]",4.3264e-05,0.064,"[1, 0, 0]",0.006703580841403,0.0031331277523496
1.04678e-05,0.068,"[0, 0, 1]",0.000127008,0.072,"[1, 0, 0]",0.0067032906879028,0.0031331862001398
1.11966e-05,0.044,"[0, 0, 1]",8.112e-05,0.03,"[1, 0, 0]",0.0067031745359504,0.0031331077549386
0.000232064,0.074,"[1, 0, 0]",0.0001155603,0.076,"[0, 0, 1]",0.0065640858046063,0.0030773509617554
0.0001496278,0.108,"[0, 0, 1]",0.000225792,0.098,"[1, 0, 0]",0.0066547691341884,0.0031284802125426
7.056e-06,0.036,"[1, 0, 0]",6.7733e-06,0.044,"[0, 0, 1]",0.0067006377381844,0.0031328779102197
9.7336e-05,0.046,"[1, 0, 0]",1.29308e-05,0.084,"[0, 0, 1]",0.006647514036246,0.0031204257667698
8.8e-06,0.022,"[1, 0, 0]",6.54498e-05,0.0,"[0, 1, 0]",0.0067025202988394,0.0031332475717914
0.000244944,0.084,"[1, 0, 0]",0.0002015395,0.088,"[0, 0, 1]",0.00655094382736,0.0030708019648819
9.2028e-06,0.0,"[0, 1, 0]",2.05795e-05,0.0,"[0, 1, 0]",0.006701030110619,0.0031330551585085
1.98486e-05,0.078,"[0, 0, 1]",1.1494e-05,0.0,"[0, 1, 0]",0.0067012559334986,0.0031333496229305
0.00013824,0.06,"[1, 0, 0]",3.7856e-05,0.056,"[1, 0, 0]",0.0065939670308407,0.0031076666849766
0.0001856,0.116,"[1, 0, 0]",5.79058e-05,0.0,"[0, 1, 0]",0.0065888438154845,0.0030827755787827
5.79058e-05,0.0,"[0, 1, 0]",1.41372e-05,0.0,"[0, 1, 0]",0.0066678007838556,0.0031299183769674
7.6969e-06,0.05,"[0, 0, 1]",4.46022e-05,0.0,"[0, 1, 0]",0.0067040729427879,0.003133320248376
1.1494e-05,0.0,"[0, 1, 0]",2.05795e-05,0.0,"[0, 1, 0]",0.0066995382022764,0.0031333618450977
7.28849e-05,0.058,"[0, 0, 1]",3.76e-05,0.094,"[1, 0, 0]",0.0066837491579391,0.0031313068485842
1.0976e-05,0.014,"[1, 0, 0]",1.4896e-05,0.076,"[1, 0, 0]",0.006700794942378,0.0031332945628627
3.4848e-05,0.018,"[1, 0, 0]",2.6136e-05,0.054,"[1, 0, 0]",0.0066862610700483,0.0031331703159748
1.71573e-05,0.0,"[0, 1, 0]",4.1888e-06,0.0,"[0, 1, 0]",0.0066965548048146,0.0031332753860543
7.2382e-06,0.0,"[0, 1, 0]",9.651e-06,0.012,"[0, 0, 1]",0.0067026868913515,0.0031332459790656
8.2448e-05,0.0,"[0, 1, 0]",7.36222e-05,0.0,"[0, 1, 0]",0.0066465984533715,0.0031259561837671
2.87309e-05,0.0,"[0, 1, 0]",0.000216832,0.112,"[1, 0, 0]",0.006687231433935,0.0031325224287047
6.6816e-05,0.116,"[1, 0, 0]",0.000271872,0.118,"[1, 0, 0]",0.0066606699368742,0.0031182272516665
2.87309e-05,0.0,"[0, 1, 0]",5.6448e-05,0.098,"[1, 0, 0]",0.0066876906957526,0.0031327014704633
0.000129792,0.048,"[1, 0, 0]",0.00011664,0.09,"[1, 0, 0]",0.0066127261021048,0.003117169197684
0.0001583363,0.056,"[0, 0, 1]",7.2382e-06,0.0,"[0, 1, 0]",0.0066522283416794,0.0031200519675131
5.47391e-05,0.036,"[0, 0, 1]",5.0965e-05,0.0,"[0, 1, 0]",0.0066897880991004,0.0031315060793961
6.272e-05,0.02,"[1, 0, 0]",1.41372e-05,0.02,"[0, 0, 1]",0.0066736854586102,0.003133326894637
2.2528e-05,0.022,"[1, 0, 0]",0.0001292891,0.114,"[0, 0, 1]",0.0066920331142614,0.0031332233947093
1.1494e-05,0.0,"[0, 1, 0]",1.1494e-05,0.0,"[0, 1, 0]",0.0066990886549936,0.003133156347509
4.312e-06,0.022,"[1, 0, 0]",5.7344e-05,0.056,"[1, 0, 0]",0.0067029175820939,0.0031332657297301
1.44e-05,0.036,"[1, 0, 0]",2.1447e-06,0.0,"[0, 1, 0]",0.0067003289607895,0.0031323629703302
1.21642e-05,0.032,"[0, 0, 1]",4.1472e-05,0.032,"[1, 0, 0]",0.0067027512769463,0.0031332597600475
1.16804e-05,0.022,"[0, 0, 1]",2.33986e-05,0.038,"[0, 0, 1]",0.0067040426961765,0.0031332810471708
6.54498e-05,0.0,"[0, 1, 0]",6.78584e-05,0.024,"[0, 0, 1]",0.0066597240496918,0.0031286899792029
5.0965e-05,0.0,"[0, 1, 0]",0.00019044,0.09,"[1, 0, 0]",0.0066717228319443,0.0031308991666394
0.000147136,0.076,"[1, 0, 0]",0.000275968,0.088,"[1, 0, 0]",0.0066163284930841,0.0030990503442459
9.6256e-05,0.094,"[1, 0, 0]",8.2448e-05,0.0,"[0, 1, 0]",0.0066502654448305,0.0031077509369446
8.2448e-05,0.0,"[0, 1, 0]",1.1494e-05,0.0,"[0, 1, 0]",0.0066468484045292,0.0031262793869487
0.0001021604,0.0,"[0, 1, 0]",1.52053e-05,0.04,"[0, 0, 1]",0.0066332418147231,0.0031225464258507
0.0002171469,0.12,"[0, 0, 1]",3.0536e-06,0.0,"[0, 1, 0]",0.0066198048440646,0.0031235933759678
1.7856e-05,0.124,"[1, 0, 0]",0.00011264,0.11,"[1, 0, 0]",0.0067004159037164,0.0031289891995702
2.72376e-05,0.03,"[0, 0, 1]",6.54498e-05,0.0,"[0, 1, 0]",0.006697547817043,0.0031331887313601
2.1447e-06,0.0,"[0, 1, 0]",5.76e-05,0.064,"[1, 0, 0]",0.0067052309256815,0.0031332979115907
7.36222e-05,0.0,"[0, 1, 0]",7.48516e-05,0.066,"[0, 0, 1]",0.0066529972698442,0.0031276487777262
7.39908e-05,0.092,"[0, 0, 1]",0.0001649336,0.084,"[0, 0, 1]",0.0066839554699779,0.003132599911497
3.87924e-05,0.0,"[0, 1, 0]",2.05795e-05,0.0,"[0, 1, 0]",0.0066805119024098,0.0031319003620097
0.0001021604,0.0,"[0, 1, 0]",3.57136e-05,0.058,"[0, 0, 1]",0.0066331584265165,0.0031228216597277
0.000338688,0.108,"[1, 0, 0]",4.8255e-06,0.024,"[0, 0, 1]",0.0065305845698277,0.0030328596567541
1.7408e-05,0.068,"[1, 0, 0]",3.0536e-06,0.0,"[0, 1, 0]",0.0066961922140793,0.0031317339052275
7.056e-05,0.04,"[1, 0, 0]",4.096e-06,0.016,"[1, 0, 0]",0.0066603604352565,0.0031257705533312
9.5567e-06,0.018,"[0, 0, 1]",0.000143888,0.068,"[1, 0, 0]",0.0067037070399816,0.0031332157964191
4.46022e-05,0.0,"[0, 1, 0]",1.5834e-06,0.014,"[0, 0, 1]",0.0066750415311688,0.0031311178730112
5.0965e-05,0.0,"[0, 1, 0]",0.0001955139,0.074,"[0, 0, 1]",0.0066722420599953,0.0031308389020366
0.000175616,0.056,"[1, 0, 0]",7.1944e-05,0.034,"[1, 0, 0]",0.0065941210968965,0.0031026408864128
3.35103e-05,0.0,"[0, 1, 0]",5.79058e-05,0.0,"[0, 1, 0]",0.0066847400790748,0.0031321959514942
5.5753e-06,0.0,"[0, 1, 0]",2.51327e-05,0.08,"[0, 0, 1]",0.006703942822155,0.0031332207670229
5.0965e-05,0.0,"[0, 1, 0]",1.2672e-05,0.088,"[1, 0, 0]",0.0066715886792921,0.0031307277958941
0.000106856,0.074,"[1, 0, 0]",4.1888e-06,0.0,"[0, 1, 0]",0.0066353317133716,0.0031098072159933
5.79058e-05,0.0,"[0, 1, 0]",2.87309e-05,0.0,"[0, 1, 0]",0.0066674243141404,0.0031298340471149
4.1888e-06,0.0,"[0, 1, 0]",2.4429e-05,0.0,"[0, 1, 0]",0.0067039152133085,0.003133216217872
1.97041e-05,0.098,"[0, 0, 1]",0.000143888,0.068,"[1, 0, 0]",0.0067017901500812,0.0031333612224009
0.0001511546,0.066,"[0, 0, 1]",6.54498e-05,0.0,"[0, 1, 0]",0.0066471077316561,0.0031239036054736
0.000198144,0.086,"[1, 0, 0]",8.0111e-06,0.102,"[0, 0, 1]",0.0065514920326339,0.0030864837386631
4.1888e-06,0.0,"[0, 1, 0]",2.028e-05,0.03,"[1, 0, 0]",0.006703877267415,0.0031331806630635
0.0001130973,0.0,"[0, 1, 0]",5.5753e-06,0.0,"[0, 1, 0]",0.0066241438389064,0.0031207418855279
2.4938e-05,0.098,"[0, 0, 1]",0.00021632,0.08,"[1, 0, 0]",0.0066988047583435,0.003133273332246
3.08693e-05,0.034,"[0, 0, 1]",7.36222e-05,0.0,"[0, 1, 0]",0.0066978101299428,0.0031330693128081
0.0002216708,0.09,"[0, 0, 1]",0.0002042035,0.104,"[0, 0, 1]",0.0066264161572124,0.00311879563708
2.5432e-05,0.022,"[1, 0, 0]",2.1447e-06,0.0,"[0, 1, 0]",0.0066923155548379,0.0031332019458473
5.5753e-06,0.0,"[0, 1, 0]",0.0001021604,0.0,"[0, 1, 0]",0.0067039779374675,0.0031331211618707
2.1888e-05,0.038,"[1, 0, 0]",1.4368e-06,0.0,"[0, 1, 0]",0.0066886995875492,0.003131759701243
8.81908e-05,0.058,"[0, 0, 1]",1.4848e-05,0.058,"[1, 0, 0]",0.0066797317380873,0.0031298021295294
0.0001479564,0.056,"[0, 0, 1]",9.75339e-05,0.086,"[0, 0, 1]",0.0066576385033638,0.0031216065051405
0.000135424,0.064,"[1, 0, 0]",1.41372e-05,0.0,"[0, 1, 0]",0.006630879151353,0.0031033037125402
0.0001845749,0.102,"[0, 0, 1]",7.2e-06,0.072,"[1, 0, 0]",0.0066321438261127,0.0031247900016325
2.4429e-05,0.0,"[0, 1, 0]",0.000239616,0.104,"[1, 0, 0]",0.0066909671420633,0.0031329917075068
8.37423e-05,0.034,"[0, 0, 1]",9.5002e-06,0.084,"[0, 0, 1]",0.0066787784525173,0.0031283657708694
3.5626e-06,0.014,"[0, 0, 1]",2.5392e-05,0.012,"[1, 0, 0]",0.0067048154832361,0.0031332183875006
7.2382e-06,0.0,"[0, 1, 0]",0.000131784,0.114,"[1, 0, 0]",0.0067031302546514,0.0031332858929485
0.000169024,0.122,"[0, 0, 1]",7.2382e-06,0.0,"[0, 1, 0]",0.0066457505995159,0.003127760256653
0.000186984,0.106,"[1, 0, 0]",2.704e-05,0.04,"[1, 0, 0]",0.0065948061459313,0.0030820683510141
9.464e-06,0.014,"[1, 0, 0]",4.056e-05,0.06,"[1, 0, 0]",0.006701086463828,0.0031333220990921
0.00026,0.104,"[1, 0, 0]",0.0003276178,0.124,"[0, 0, 1]",0.0065306894595125,0.0030625687666447
0.000188928,0.082,"[1, 0, 0]",5.5753e-06,0.0,"[0, 1, 0]",0.0065618999576633,0.0030908213591226
0.000329888,0.122,"[1, 0, 0]",9.81748e-05,0.05,"[0, 0, 1]",0.0065090264013455,0.0030244041419556
8.98307e-05,0.034,"[0, 0, 1]",2.3562e-06,0.03,"[0, 0, 1]",0.0066760206089292,0.0031271974317562
4.0715e-05,0.09,"[0, 0, 1]",7.2382e-06,0.0,"[0, 1, 0]",0.0066942983453259,0.0031333322901654
1.52807e-05,0.076,"[0, 0, 1]",0.000155823,0.124,"[0, 0, 1]",0.0067028500568277,0.0031333484800786
7.22e-05,0.05,"[1, 0, 0]",2.24e-05,0.056,"[1, 0, 0]",0.0066604771965414,0.0031224587302717
8.3127e-06,0.054,"[0, 0, 1]",0.0001083724,0.044,"[0, 0, 1]",0.0067036258163747,0.0031331815997673
1.4336e-05,0.014,"[1, 0, 0]",2.33609e-05,0.044,"[0, 0, 1]",0.0066992107219376,0.0031332307621706
7.0272e-05,0.122,"[1, 0, 0]",8.34658e-05,0.082,"[0, 0, 1]",0.0066582902879143,0.0031166349376707
0.000143888,0.068,"[1, 0, 0]",4.34294e-05,0.054,"[0, 0, 1]",0.0066243571374913,0.0031034317406977
5.5753e-06,0.0,"[0, 1, 0]",1.6416e-05,0.114,"[1, 0, 0]",0.0067037765787144,0.0031333681423683
3.87924e-05,0.0,"[0, 1, 0]",0.0001845749,0.102,"[0, 0, 1]",0.0066795567040324,0.0031319593108657
6.2832e-06,0.02,"[0, 0, 1]",1.71573e-05,0.0,"[0, 1, 0]",0.0067049696363329,0.0031332753642132
1.41372e-05,0.0,"[0, 1, 0]",1.8496e-05,0.016,"[1, 0, 0]",0.0066973441995458,0.0031331808959811
0.000152895,0.092,"[0, 0, 1]",1.41372e-05,0.0,"[0, 1, 0]",0.0066568308615854,0.0031256824756755
1.1494e-05,0.0,"[0, 1, 0]",4.2592e-05,0.088,"[1, 0, 0]",0.0066991400080008,0.0031335114242004
4.2624e-05,0.074,"[1, 0, 0]",8.2448e-05,0.0,"[0, 1, 0]",0.0066713449694922,0.003125165650229
2.1888e-05,0.038,"[1, 0, 0]",0.00034496,0.11,"[1, 0, 0]",0.0066891655067949,0.0031318709573296
3.4816e-05,0.034,"[1, 0, 0]",5.236e-07,0.0,"[0, 1, 0]",0.0066854543147103,0.0031319937426373
7.2382e-06,0.0,"[0, 1, 0]",9.80177e-05,0.078,"[0, 0, 1]",0.0067028217144007,0.0031333423577215
1.4445e-05,0.038,"[0, 0, 1]",2.4304e-05,0.124,"[1, 0, 0]",0.006703243388192,0.0031333548849949
1.62e-05,0.05,"[1, 0, 0]",4.1888e-06,0.0,"[0, 1, 0]",0.0066987818345364,0.0031318691544777
0.000285,0.114,"[1, 0, 0]",0.000136276,0.082,"[0, 0, 1]",0.0065194127640511,0.0030610190262194
0.00025088,0.08,"[1, 0, 0]",9.2028e-06,0.0,"[0, 1, 0]",0.0065619293222195,0.0030708451777045
8.37423e-05,0.034,"[0, 0, 1]",3.76e-05,0.094,"[1, 0, 0]",0.0066787844826157,0.0031282163551498
2.56e-05,0.064,"[1, 0, 0]",9.19523e-05,0.0,"[0, 1, 0]",0.0066966754835668,0.0031282843917715
2.54218e-05,0.028,"[0, 0, 1]",0.0003117654,0.118,"[0, 0, 1]",0.0066976474674445,0.003133098387969
0.0002135278,0.118,"[0, 0, 1]",0.000200096,0.074,"[1, 0, 0]",0.006619753792039,0.0031235921228202
8.2448e-05,0.0,"[0, 1, 0]",2.4429e-05,0.0,"[0, 1, 0]",0.0066457673795795,0.0031259332062158
0.0001374133,0.06,"[0, 0, 1]",1.6384e-05,0.016,"[1, 0, 0]",0.0066638034067438,0.0031240052447964
1.4368e-06,0.0,"[0, 1, 0]",3.0536e-06,0.0,"[0, 1, 0]",0.0067051572406517,0.0031333713098036
2.1447e-06,0.0,"[0, 1, 0]",7.36222e-05,0.0,"[0, 1, 0]",0.0067047875699802,0.0031332767048718
9.2028e-06,0.0,"[0, 1, 0]",0.0002704,0.1,"[1, 0, 0]",0.0067010217183122,0.0031330921483065
2.72e-05,0.068,"[1, 0, 0]",7.36222e-05,0.0,"[0, 1, 0]",0.0066960018535169,0.0031285809719836
0.000210912,0.078,"[1, 0, 0]",1.4368e-06,0.0,"[0, 1, 0]",0.0065639106614332,0.0030823729425275
0.000225792,0.098,"[1, 0, 0]",6.2208e-05,0.048,"[1, 0, 0]",0.0065411388641117,0.0030738750732248
9.36446e-05,0.092,"[0, 0, 1]",0.000228752,0.068,"[1, 0, 0]",0.0066722284677928,0.0031320203425055
4.608e-05,0.08,"[1, 0, 0]",5.47391e-05,0.036,"[0, 0, 1]",0.0066704186964356,0.003124249142263
0.0001130973,0.0,"[0, 1, 0]",0.00016128,0.07,"[1, 0, 0]",0.0066236210366094,0.0031214824065718
2.87309e-05,0.0,"[0, 1, 0]",2.05795e-05,0.0,"[0, 1, 0]",0.0066869303457175,0.0031326380392693
0.00012996,0.09,"[1, 0, 0]",0.0002376,0.066,"[1, 0, 0]",0.0066284472974153,0.0031019889149248
1.1494e-05,0.0,"[0, 1, 0]",5.0965e-05,0.0,"[0, 1, 0]",0.0066991067599464,0.0031333468497795
5.81069e-05,0.064,"[0, 0, 1]",2.54846e-05,0.048,"[0, 0, 1]",0.0066876318666071,0.003132663254409
3.52e-05,0.088,"[1, 0, 0]",4.72e-05,0.118,"[1, 0, 0]",0.0066943595592744,0.0031253355630304
0.000121824,0.094,"[1, 0, 0]",5.79058e-05,0.0,"[0, 1, 0]",0.0066237945036788,0.0031039207865772
2.05795e-05,0.0,"[0, 1, 0]",0.000196959,0.086,"[0, 0, 1]",0.006693876203877,0.0031331229315687
5.15724e-05,0.114,"[0, 0, 1]",2.1447e-06,0.0,"[0, 1, 0]",0.0066895800906143,0.0031333160294308
4.32e-05,0.108,"[1, 0, 0]",8.86683e-05,0.064,"[0, 0, 1]",0.00669188367859,0.0031227908742294
0.000106496,0.104,"[1, 0, 0]",0.00012716,0.11,"[1, 0, 0]",0.006646689835205,0.0031040041724242
6.35544e-05,0.07,"[0, 0, 1]",5.0024e-05,0.074,"[1, 0, 0]",0.0066873616493753,0.0031326149010851
6.7712e-05,0.032,"[1, 0, 0]",5.1984e-05,0.036,"[1, 0, 0]",0.0066661417679808,0.0031309121817646
4.1888e-06,0.0,"[0, 1, 0]",1.71573e-05,0.0,"[0, 1, 0]",0.0067042346634609,0.0031334284947642
3.4344e-05,0.106,"[1, 0, 0]",9.2028e-06,0.0,"[0, 1, 0]",0.0066925867185196,0.003128281879209
4.7105e-05,0.034,"[0, 0, 1]",1.81584e-05,0.02,"[0, 0, 1]",0.0066918309170415,0.003131625879833
2.4429e-05,0.0,"[0, 1, 0]",2.49505e-05,0.022,"[0, 0, 1]",0.0066904603104528,0.0031330851175309
1.71573e-05,0.0,"[0, 1, 0]",2.09104e-05,0.104,"[0, 0, 1]",0.0066968768551566,0.0031333052729277
2.4429e-05,0.0,"[0, 1, 0]",0.0001130973,0.0,"[0, 1, 0]",0.0066911793937046,0.0031326295316056
0.00017,0.068,"[1, 0, 0]",5.06676e-05,0.028,"[0, 0, 1]",0.0065775509289623,0.0031032507290199
0.0001924226,0.098,"[0, 0, 1]",0.0002997079,0.106,"[0, 0, 1]",0.0066259004239738,0.0031224446418986
4.5396e-05,0.05,"[0, 0, 1]",1.71573e-05,0.0,"[0, 1, 0]",0.0066922845492511,0.0031328243882384
0.000248832,0.108,"[1, 0, 0]",3.25155e-05,0.046,"[0, 0, 1]",0.0065303886877085,0.003065486087683
1.60096e-05,0.104,"[0, 0, 1]",2.73444e-05,0.034,"[0, 0, 1]",0.0067016406023193,0.0031332982606172
7.6176e-05,0.036,"[1, 0, 0]",0.0001300619,0.046,"[0, 0, 1]",0.0066596992240742,0.0031278560185369
2.048e-05,0.02,"[1, 0, 0]",9.464e-06,0.014,"[1, 0, 0]",0.006695452536555,0.0031331442149378
0.00015876,0.09,"[1, 0, 0]",4.1888e-06,0.0,"[0, 1, 0]",0.0066081953256623,0.0030921145605791
7.36222e-05,0.0,"[0, 1, 0]",3.87924e-05,0.0,"[0, 1, 0]",0.006653735844689,0.0031269197972991
6.41262e-05,0.028,"[0, 0, 1]",0.00029,0.116,"[1, 0, 0]",0.0066807210099097,0.0031299104398269
7.2382e-06,0.0,"[0, 1, 0]",5.17232e-05,0.084,"[0, 0, 1]",0.006703291645584,0.0031333372998172
6.54498e-05,0.0,"[0, 1, 0]",7.51218e-05,0.122,"[0, 0, 1]",0.006659437254383,0.0031284982430601
5.6144e-05,0.116,"[1, 0, 0]",2.01062e-05,0.016,"[0, 0, 1]",0.0066829411115409,0.0031183555290246
