Object 1 Volume,Object 1 Grasping Length,"Object 1 Shape (Cuboid, Sphere, Cylinder)",Object 2 Volume,Object 2 Grasping Length,"Object 2 Shape (Cuboid, Sphere, Cylinder)",Remaining Workspace Volume after first grasp,Remaining Workspace Volume after both grasps
4.46022e-05,0.0,"[0, 1, 0]",0.000308256,0.114,"[1, 0, 0]",0.0066754237017038,0.0031312172489127
0.0001963495,0.1,"[0, 0, 1]",0.000200096,0.074,"[1, 0, 0]",0.0066263161908843,0.003122561996888
1.71573e-05,0.0,"[0, 1, 0]",5.5753e-06,0.0,"[0, 1, 0]",0.0066964913841944,0.0031333269140436
5.30803e-05,0.066,"[0, 0, 1]",3.6288e-05,0.112,"[1, 0, 0]",0.0066888944060596,0.0031328797156831
3.37784e-05,0.042,"[0, 0, 1]",8.092e-05,0.07,"[1, 0, 0]",0.0066980777540747,0.0031330006646854
1.4368e-06,0.0,"[0, 1, 0]",7.2382e-06,0.0,"[0, 1, 0]",0.0067050962880832,0.0031335107171948
0.0001426723,0.054,"[0, 0, 1]",0.000147456,0.064,"[1, 0, 0]",0.0066570023111069,0.0031234282304569
5.0965e-05,0.0,"[0, 1, 0]",3e-05,0.012,"[1, 0, 0]",0.0066717016768008,0.0031302133401533
2.3232e-05,0.012,"[1, 0, 0]",6.3544e-05,0.094,"[1, 0, 0]",0.0066992194969763,0.0031333427554788
0.0001017876,0.1,"[0, 0, 1]",5.0965e-05,0.0,"[0, 1, 0]",0.0066645912167055,0.0031318360835297
2.87309e-05,0.0,"[0, 1, 0]",1.764e-05,0.09,"[1, 0, 0]",0.0066871750547901,0.0031326775730342
2.1952e-05,0.112,"[1, 0, 0]",9.2028e-06,0.0,"[0, 1, 0]",0.0066922309740265,0.0031294452784723
1.792e-05,0.07,"[1, 0, 0]",0.0001016871,0.112,"[0, 0, 1]",0.0066959040966775,0.0031313489441082
3.0536e-06,0.0,"[0, 1, 0]",3.3696e-05,0.026,"[1, 0, 0]",0.006704671896206,0.0031332563335936
3.0536e-06,0.0,"[0, 1, 0]",0.000185856,0.096,"[1, 0, 0]",0.0067053862632781,0.0031332772557665
2.1447e-06,0.0,"[0, 1, 0]",5.4872e-05,0.038,"[1, 0, 0]",0.0067048896948622,0.003133192610762
4.46022e-05,0.0,"[0, 1, 0]",6.2832e-06,0.02,"[0, 0, 1]",0.0066749464114505,0.0031315061134854
1.44e-05,0.036,"[1, 0, 0]",2.6624e-05,0.104,"[1, 0, 0]",0.0067006257615653,0.0031324998532924
3.2572e-05,0.072,"[0, 0, 1]",1.71573e-05,0.0,"[0, 1, 0]",0.0066968847623469,0.0031333602626453
2.05795e-05,0.0,"[0, 1, 0]",3.32506e-05,0.024,"[0, 0, 1]",0.0066936222853494,0.003133131886335
0.000132192,0.102,"[1, 0, 0]",3.9528e-05,0.122,"[1, 0, 0]",0.0066230981626591,0.0031018521675839
4.72119e-05,0.052,"[0, 0, 1]",3.2e-05,0.02,"[1, 0, 0]",0.0066924098558232,0.0031329017625316
6.1525e-05,0.034,"[0, 0, 1]",8.2448e-05,0.0,"[0, 1, 0]",0.0066847212534636,0.0031305741243038
3.19311e-05,0.084,"[0, 0, 1]",1.2584e-05,0.026,"[1, 0, 0]",0.0066979629907384,0.0031333938523727
1.8816e-05,0.096,"[1, 0, 0]",1.32701e-05,0.066,"[0, 0, 1]",0.0066933700467473,0.0031302212479408
4.33351e-05,0.114,"[0, 0, 1]",3.92e-05,0.05,"[1, 0, 0]",0.0066944115412268,0.0031332416164114
9.2028e-06,0.0,"[0, 1, 0]",1.4904e-05,0.046,"[1, 0, 0]",0.0067008471412325,0.0031331408595053
9.8835e-06,0.026,"[0, 0, 1]",7.39782e-05,0.028,"[0, 0, 1]",0.0067037079049028,0.0031333467317357
0.000280783,0.114,"[0, 0, 1]",2.05795e-05,0.0,"[0, 1, 0]",0.0065937242036752,0.0031143719187236
6.54498e-05,0.0,"[0, 1, 0]",2.4429e-05,0.0,"[0, 1, 0]",0.0066583528122547,0.0031288054457009
0.0002,0.08,"[1, 0, 0]",2.54469e-05,0.1,"[0, 0, 1]",0.0065617987156141,0.0030907214993097
4.46022e-05,0.0,"[0, 1, 0]",6.4e-06,0.016,"[1, 0, 0]",0.006676502927304,0.0031310564003131
5.5753e-06,0.0,"[0, 1, 0]",3.87924e-05,0.0,"[0, 1, 0]",0.0067036128816637,0.0031333081594086
1.4688e-05,0.102,"[1, 0, 0]",5.5753e-06,0.0,"[0, 1, 0]",0.0067016711091957,0.0031297880606455
1.1494e-05,0.0,"[0, 1, 0]",5.0965e-05,0.0,"[0, 1, 0]",0.0066993730543753,0.0031333076942568
0.000101088,0.078,"[1, 0, 0]",0.000112,0.07,"[1, 0, 0]",0.0066347287526378,0.0031128478582121
8.2944e-05,0.064,"[1, 0, 0]",2.4881e-06,0.022,"[0, 0, 1]",0.0066473020693414,0.0031174575071979
6.6248e-05,0.098,"[1, 0, 0]",1.8944e-05,0.074,"[1, 0, 0]",0.006665195628312,0.0031180347231659
6.37303e-05,0.046,"[0, 0, 1]",5.1836e-06,0.066,"[0, 0, 1]",0.0066825333303889,0.003131007147559
7.776e-06,0.024,"[1, 0, 0]",1.38544e-05,0.01,"[0, 0, 1]",0.0067024577741854,0.0031332460607893
5.0965e-05,0.0,"[0, 1, 0]",4.1888e-06,0.0,"[0, 1, 0]",0.0066719688863929,0.003130585327839
0.00012544,0.04,"[1, 0, 0]",7.2382e-06,0.0,"[0, 1, 0]",0.0066324554006956,0.0031208532790463
3.42e-05,0.038,"[1, 0, 0]",0.0003,0.12,"[1, 0, 0]",0.0066888341601834,0.0031310604743538
2.05795e-05,0.0,"[0, 1, 0]",2.32478e-05,0.074,"[0, 0, 1]",0.0066939581229073,0.003133197789518
2.016e-06,0.014,"[1, 0, 0]",0.0001579404,0.114,"[0, 0, 1]",0.0067053685778573,0.0031332868385238
1.69897e-05,0.032,"[0, 0, 1]",1.0816e-05,0.016,"[1, 0, 0]",0.0067002740633778,0.0031331297414394
0.0002377871,0.09,"[0, 0, 1]",0.0001130973,0.09,"[0, 0, 1]",0.0066199978717201,0.0031160042256691
4.1888e-06,0.0,"[0, 1, 0]",7.36222e-05,0.0,"[0, 1, 0]",0.006703634170544,0.003133372136143
6.4e-06,0.016,"[1, 0, 0]",7.2382e-06,0.0,"[0, 1, 0]",0.0067037310772825,0.0031332479838501
8.8216e-06,0.078,"[0, 0, 1]",0.000147744,0.114,"[1, 0, 0]",0.0067053913368955,0.0031333818070976
5.9584e-05,0.076,"[1, 0, 0]",5.47391e-05,0.036,"[0, 0, 1]",0.0066709899411849,0.0031212640239047
1.1494e-05,0.0,"[0, 1, 0]",0.0002265968,0.092,"[0, 0, 1]",0.0066988777317642,0.0031334041722628
4.46022e-05,0.0,"[0, 1, 0]",0.000152064,0.066,"[1, 0, 0]",0.0066755055692574,0.0031313368699221
1.72913e-05,0.086,"[0, 0, 1]",2.8224e-05,0.016,"[1, 0, 0]",0.0067023789287849,0.0031331445401622
3.52864e-05,0.078,"[0, 0, 1]",2.12372e-05,0.04,"[0, 0, 1]",0.006695572903205,0.0031333159336296
0.000396,0.11,"[1, 0, 0]",4.1888e-06,0.0,"[0, 1, 0]",0.0064528915811368,0.0030329257522742
2.2016e-05,0.086,"[1, 0, 0]",2.1447e-06,0.0,"[0, 1, 0]",0.0066945113787582,0.0031307375280245
0.000235,0.094,"[1, 0, 0]",0.00025,0.1,"[1, 0, 0]",0.006541145293145,0.003072027757278
0.000286624,0.106,"[1, 0, 0]",2.463e-06,0.016,"[0, 0, 1]",0.006530163395588,0.0030477284523546
3.08693e-05,0.034,"[0, 0, 1]",3.35103e-05,0.0,"[0, 1, 0]",0.0066977104164851,0.0031330027246519
2.1447e-06,0.0,"[0, 1, 0]",0.00021,0.084,"[1, 0, 0]",0.0067046910124819,0.0031332587143032
5.95457e-05,0.026,"[0, 0, 1]",0.0001152,0.072,"[1, 0, 0]",0.0066887610657128,0.003130086585525
0.000194672,0.092,"[1, 0, 0]",3.53869e-05,0.044,"[0, 0, 1]",0.0066074091373218,0.0030822913918849
2.4429e-05,0.0,"[0, 1, 0]",0.0001071346,0.118,"[0, 0, 1]",0.0066918244702698,0.0031330222303782
0.000167648,0.062,"[1, 0, 0]",0.0001021018,0.052,"[0, 0, 1]",0.006588352699868,0.0030999397240828
0.000309096,0.106,"[1, 0, 0]",0.0001021604,0.0,"[0, 1, 0]",0.0065308767135196,0.003047536347099
5.0965e-05,0.0,"[0, 1, 0]",4.46022e-05,0.0,"[0, 1, 0]",0.0066717142711375,0.0031304208123128
5.2272e-05,0.108,"[1, 0, 0]",6.54498e-05,0.0,"[0, 1, 0]",0.0066842453304613,0.0031193873415433
4.096e-06,0.016,"[1, 0, 0]",1.69646e-05,0.054,"[0, 0, 1]",0.006703923764868,0.0031334292545898
0.000124416,0.054,"[1, 0, 0]",6.664e-06,0.034,"[1, 0, 0]",0.006605023469419,0.0031160532719483
5.5753e-06,0.0,"[0, 1, 0]",6.57787e-05,0.058,"[0, 0, 1]",0.0067035884360671,0.0031331541397367
1.32701e-05,0.066,"[0, 0, 1]",1.6456e-05,0.034,"[1, 0, 0]",0.006702889834932,0.0031331140805097
3.87924e-05,0.0,"[0, 1, 0]",3.2572e-05,0.018,"[0, 0, 1]",0.0066792522958691,0.0031318759955687
8.664e-05,0.06,"[1, 0, 0]",2.43285e-05,0.016,"[0, 0, 1]",0.0066508856463793,0.0031172339120974
5.5753e-06,0.0,"[0, 1, 0]",4e-05,0.016,"[1, 0, 0]",0.0067035756308193,0.0031332468149574
0.0002042035,0.104,"[0, 0, 1]",6.12e-05,0.068,"[1, 0, 0]",0.006626115572125,0.0031222743103292
0.0001021604,0.0,"[0, 1, 0]",5.236e-07,0.0,"[0, 1, 0]",0.006631963742728,0.0031232641888946
5.5753e-06,0.0,"[0, 1, 0]",3.0536e-06,0.0,"[0, 1, 0]",0.0067036204504355,0.003133265957513
0.000110032,0.052,"[1, 0, 0]",2.87309e-05,0.0,"[0, 1, 0]",0.006642299849241,0.0031161446356447
2.1504e-05,0.084,"[1, 0, 0]",2.87309e-05,0.0,"[0, 1, 0]",0.0066943355652957,0.0031308014393535
0.0002315228,0.094,"[0, 0, 1]",7.48139e-05,0.054,"[0, 0, 1]",0.006626465306374,0.0031170055058185
4.4616e-05,0.066,"[1, 0, 0]",7.36222e-05,0.0,"[0, 1, 0]",0.0066747156042209,0.0031254334948259
3.6191e-06,0.018,"[0, 0, 1]",6.9984e-05,0.054,"[1, 0, 0]",0.0067054279437126,0.0031332812556233
1.4368e-06,0.0,"[0, 1, 0]",4.1888e-06,0.0,"[0, 1, 0]",0.0067055956244585,0.003133270874564
3.86793e-05,0.038,"[0, 0, 1]",9.97518e-05,0.072,"[0, 0, 1]",0.0066944147744042,0.0031327989750697
6.08e-05,0.038,"[1, 0, 0]",1.71573e-05,0.0,"[0, 1, 0]",0.006660514726094,0.003129589444636
7.36222e-05,0.0,"[0, 1, 0]",4.8384e-05,0.084,"[1, 0, 0]",0.0066516055016165,0.0031282998523842
4.0656e-05,0.084,"[1, 0, 0]",0.0001512,0.042,"[1, 0, 0]",0.0066873180294209,0.0031233161109771
9.19523e-05,0.0,"[0, 1, 0]",2.6624e-05,0.026,"[1, 0, 0]",0.0066388919255177,0.0031247298034864
0.000259584,0.096,"[1, 0, 0]",3.4558e-06,0.044,"[0, 0, 1]",0.0065412178395349,0.0030593166026822
8.79646e-05,0.07,"[0, 0, 1]",4.52389e-05,0.064,"[0, 0, 1]",0.0066754221174716,0.0031311119800261
4.98571e-05,0.03,"[0, 0, 1]",7.2576e-05,0.056,"[1, 0, 0]",0.0066894539813047,0.00313146374944
0.000124416,0.096,"[1, 0, 0]",1.42503e-05,0.014,"[0, 0, 1]",0.0066234976261945,0.0031039640614574
4.6181e-06,0.03,"[0, 0, 1]",7.2382e-06,0.064,"[0, 0, 1]",0.0067046330407958,0.0031334092823883
4.1888e-06,0.0,"[0, 1, 0]",0.0001202162,0.106,"[0, 0, 1]",0.0067042550170968,0.0031330889870408
0.0001021604,0.0,"[0, 1, 0]",6.912e-05,0.12,"[1, 0, 0]",0.0066328383836588,0.0031227986955704
2.4938e-05,0.098,"[0, 0, 1]",0.000141032,0.122,"[1, 0, 0]",0.0066992221644201,0.0031331141359175
0.0001136063,0.082,"[0, 0, 1]",4.1888e-06,0.0,"[0, 1, 0]",0.0066634027809245,0.0031290569757644
0.0001158117,0.064,"[0, 0, 1]",4.46022e-05,0.0,"[0, 1, 0]",0.0066583968487196,0.0031278562252171
2.4304e-05,0.124,"[1, 0, 0]",6.76e-05,0.1,"[1, 0, 0]",0.0066922610881476,0.003129102912211
3.2912e-05,0.068,"[1, 0, 0]",1.41372e-05,0.0,"[0, 1, 0]",0.0066899159540834,0.0031268086464201
3.0536e-06,0.0,"[0, 1, 0]",0.0001376,0.086,"[1, 0, 0]",0.0067051062794602,0.0031332084774164
0.00017496,0.06,"[1, 0, 0]",5.28416e-05,0.02,"[0, 0, 1]",0.0065941478391227,0.0031000858988619
0.000244944,0.084,"[1, 0, 0]",9.048e-07,0.0,"[0, 1, 0]",0.0065519998046827,0.003070678318436
9.8e-06,0.05,"[1, 0, 0]",0.0001674846,0.068,"[0, 0, 1]",0.006698684116303,0.0031321450001888
1.1404e-05,0.03,"[0, 0, 1]",6.87066e-05,0.03,"[0, 0, 1]",0.0067034899963137,0.003133309122871
3.05614e-05,0.038,"[0, 0, 1]",9.2028e-06,0.0,"[0, 1, 0]",0.006698790930323,0.0031331211621734
0.0002610789,0.106,"[0, 0, 1]",3.39795e-05,0.016,"[0, 0, 1]",0.0066096492068013,0.0031163133837257
0.0001462474,0.088,"[0, 0, 1]",5.0784e-05,0.024,"[1, 0, 0]",0.0066569146206318,0.0031264844176211
2.87309e-05,0.0,"[0, 1, 0]",5.79058e-05,0.0,"[0, 1, 0]",0.0066869760804993,0.0031326739910589
0.000237952,0.088,"[1, 0, 0]",8.6528e-05,0.032,"[1, 0, 0]",0.0065514538397226,0.0030651011868767
4.58044e-05,0.02,"[0, 0, 1]",6.54498e-05,0.0,"[0, 1, 0]",0.0066974620838866,0.0031316160850409
2.4429e-05,0.0,"[0, 1, 0]",6.54498e-05,0.0,"[0, 1, 0]",0.0066909796102975,0.003132833029224
1.8496e-05,0.016,"[1, 0, 0]",2.05795e-05,0.0,"[0, 1, 0]",0.0066984694428558,0.0031331916155464
7.2382e-06,0.0,"[0, 1, 0]",0.000112,0.07,"[1, 0, 0]",0.0067029314971274,0.0031333449042017
8.04248e-05,0.1,"[0, 0, 1]",5.49653e-05,0.024,"[0, 0, 1]",0.0066793629803361,0.0031328425242513
2.3552e-05,0.092,"[1, 0, 0]",4.31027e-05,0.07,"[0, 0, 1]",0.0066941366997315,0.0031305536551235
1.71573e-05,0.0,"[0, 1, 0]",1.71573e-05,0.0,"[0, 1, 0]",0.0066962546681102,0.0031331989289967
3.3856e-05,0.016,"[1, 0, 0]",1.5264e-05,0.106,"[1, 0, 0]",0.0066932144540581,0.0031333755781435
4.56e-05,0.114,"[1, 0, 0]",1.93019e-05,0.024,"[0, 0, 1]",0.0066923714484352,0.0031220873974767
7.36222e-05,0.0,"[0, 1, 0]",3.78e-05,0.042,"[1, 0, 0]",0.0066533017246694,0.0031274690031331
0.000162624,0.084,"[1, 0, 0]",8.2448e-05,0.0,"[0, 1, 0]",0.0066079214674553,0.0030915643437196
2.6112e-05,0.102,"[1, 0, 0]",1.41372e-05,0.0,"[0, 1, 0]",0.0066937866153657,0.0031300515299858
0.0001562188,0.094,"[0, 0, 1]",0.000390224,0.116,"[1, 0, 0]",0.00665678681264,0.0031258295238695
0.000329888,0.122,"[1, 0, 0]",1.99428e-05,0.012,"[0, 0, 1]",0.0065094333199805,0.0030243771744834
8.3127e-06,0.054,"[0, 0, 1]",2.96881e-05,0.042,"[0, 0, 1]",0.0067040792170848,0.0031332097043206
0.00026912,0.08,"[1, 0, 0]",0.00026,0.104,"[1, 0, 0]",0.0065168124252495,0.0030707976531164
0.0001376,0.086,"[1, 0, 0]",4.608e-05,0.02,"[1, 0, 0]",0.0066076955572433,0.0031004962437062
4.056e-05,0.06,"[1, 0, 0]",5.5753e-06,0.0,"[0, 1, 0]",0.0066795579206087,0.0031264321838257
4.2977e-06,0.038,"[0, 0, 1]",0.000188928,0.082,"[1, 0, 0]",0.0067050469947349,0.0031332188064914
9.2928e-05,0.048,"[1, 0, 0]",1.1494e-05,0.0,"[0, 1, 0]",0.0066474945174059,0.003121941950792
7.22e-05,0.05,"[1, 0, 0]",4.0715e-05,0.09,"[0, 0, 1]",0.0066602051557063,0.0031223357434483
4.1888e-06,0.0,"[0, 1, 0]",6.912e-05,0.12,"[1, 0, 0]",0.0067040002627505,0.0031332411238825
1.7496e-05,0.054,"[1, 0, 0]",7.2382e-06,0.0,"[0, 1, 0]",0.0066980189244424,0.0031317682239967
5.65047e-05,0.034,"[0, 0, 1]",2.17147e-05,0.048,"[0, 0, 1]",0.0066889366059673,0.0031308482229904
4.5472e-05,0.058,"[1, 0, 0]",5.0965e-05,0.0,"[0, 1, 0]",0.0066792546201728,0.0031265075657885
0.000108416,0.056,"[1, 0, 0]",1.5552e-05,0.108,"[1, 0, 0]",0.0066359481711479,0.0031144269475212
2.54469e-05,0.1,"[0, 0, 1]",5.29296e-05,0.052,"[0, 0, 1]",0.0066990073120823,0.0031333089418939
1.17621e-05,0.104,"[0, 0, 1]",0.000257152,0.082,"[1, 0, 0]",0.0067048390933727,0.0031332050586245
5.47391e-05,0.036,"[0, 0, 1]",2e-05,0.05,"[1, 0, 0]",0.0066897894638358,0.0031315553430905
6.86941e-05,0.026,"[0, 0, 1]",2.1168e-05,0.108,"[1, 0, 0]",0.0066864133867693,0.0031289845334669
1.4112e-05,0.018,"[1, 0, 0]",1.41372e-05,0.0,"[0, 1, 0]",0.0066981745125487,0.0031333251481581
8.61927e-05,0.076,"[0, 0, 1]",5.3219e-06,0.014,"[0, 0, 1]",0.0066777601930237,0.003131048340809
6.54498e-05,0.0,"[0, 1, 0]",9.72e-06,0.03,"[1, 0, 0]",0.0066593581634871,0.0031287257850279
2.05795e-05,0.0,"[0, 1, 0]",0.0001130973,0.04,"[0, 0, 1]",0.0066930418302481,0.0031331778239972
4.58044e-05,0.02,"[0, 0, 1]",1.4368e-06,0.0,"[0, 1, 0]",0.0066977405136945,0.0031317929460827
0.0001099306,0.108,"[0, 0, 1]",3.80133e-05,0.1,"[0, 0, 1]",0.0066644048993163,0.0031319713626194
9.2028e-06,0.0,"[0, 1, 0]",0.000292032,0.108,"[1, 0, 0]",0.006701311350307,0.0031331117100885
0.00023276,0.11,"[1, 0, 0]",2.1447e-06,0.0,"[0, 1, 0]",0.0065950261423433,0.0030653493097609
1.3824e-05,0.054,"[1, 0, 0]",0.0001682,0.05,"[1, 0, 0]",0.0066982691012223,0.0031321874350559
0.0001700984,0.094,"[0, 0, 1]",4.98634e-05,0.062,"[0, 0, 1]",0.0066450075579324,0.0031248469889615
2.16e-05,0.054,"[1, 0, 0]",8.9056e-05,0.046,"[1, 0, 0]",0.0066979634309187,0.0031303898158418
5.24772e-05,0.116,"[0, 0, 1]",7.36222e-05,0.0,"[0, 1, 0]",0.006688871744221,0.0031332626729459
4.3982e-06,0.014,"[0, 0, 1]",5.0965e-05,0.0,"[0, 1, 0]",0.0067044410695189,0.0031331486770544
0.0001611763,0.106,"[0, 0, 1]",2.3232e-05,0.012,"[1, 0, 0]",0.0066493500075558,0.003128090708867
1.5552e-05,0.108,"[1, 0, 0]",2.72376e-05,0.03,"[0, 0, 1]",0.0067011144813618,0.0031296297059358
1.84e-05,0.046,"[1, 0, 0]",9.97518e-05,0.072,"[0, 0, 1]",0.0066990222806592,0.0031309360866972
2.592e-05,0.02,"[1, 0, 0]",0.000205504,0.076,"[1, 0, 0]",0.0066905211084419,0.0031332464045615
5.94641e-05,0.028,"[0, 0, 1]",0.0001495712,0.09,"[0, 0, 1]",0.0066817456705601,0.0031306063334614
1.1494e-05,0.0,"[0, 1, 0]",3.87924e-05,0.0,"[0, 1, 0]",0.0066988814726843,0.003133350443653
8.3752e-05,0.058,"[1, 0, 0]",0.0001130973,0.0,"[0, 1, 0]",0.0066508675980177,0.0031200059426509
2.26823e-05,0.02,"[0, 0, 1]",0.000275968,0.088,"[1, 0, 0]",0.0067018884188165,0.0031329390858231
7.2382e-06,0.0,"[0, 1, 0]",0.0001109673,0.042,"[0, 0, 1]",0.0067018501304005,0.0031333005767577
7.72078e-05,0.096,"[0, 0, 1]",0.000194432,0.062,"[1, 0, 0]",0.0066795047769409,0.0031327016494767
9.77161e-05,0.054,"[0, 0, 1]",2.20477e-05,0.058,"[0, 0, 1]",0.0066715666843105,0.0031289443183704
3.87924e-05,0.0,"[0, 1, 0]",0.000143344,0.124,"[1, 0, 0]",0.0066800445989327,0.0031320910772054
0.0001520531,0.1,"[0, 0, 1]",1.3824e-05,0.054,"[1, 0, 0]",0.0066495314249341,0.0031280326133488
7.48516e-05,0.066,"[0, 0, 1]",3.136e-05,0.04,"[1, 0, 0]",0.0066782424004967,0.0031315011641214
1.71573e-05,0.0,"[0, 1, 0]",2.4429e-05,0.0,"[0, 1, 0]",0.0066962245273744,0.0031333239409845
4.30964e-05,0.038,"[0, 0, 1]",2.1447e-06,0.0,"[0, 1, 0]",0.0066939046844088,0.0031325231288482
1.78568e-05,0.116,"[0, 0, 1]",9.048e-07,0.0,"[0, 1, 0]",0.0067010635249057,0.0031332454901517
7.23823e-05,0.04,"[0, 0, 1]",5.5753e-06,0.0,"[0, 1, 0]",0.0066851229146399,0.0031294967037364
0.0001130973,0.0,"[0, 1, 0]",4.1888e-06,0.0,"[0, 1, 0]",0.0066235023314613,0.0031206399413409
4.84e-05,0.1,"[1, 0, 0]",0.0001021604,0.0,"[0, 1, 0]",0.0066859569177028,0.0031207864733931
1.1494e-05,0.0,"[0, 1, 0]",5.79058e-05,0.0,"[0, 1, 0]",0.006699493264133,0.0031332809017668
9.1728e-05,0.052,"[1, 0, 0]",7.2382e-06,0.0,"[0, 1, 0]",0.0066422640206425,0.0031191017924405
2.888e-05,0.02,"[1, 0, 0]",0.000185,0.074,"[1, 0, 0]",0.0066903311107065,0.0031332290933022
7.4644e-06,0.066,"[0, 0, 1]",0.0001025227,0.074,"[0, 0, 1]",0.0067052269498667,0.0031333599734455
5.808e-05,0.12,"[1, 0, 0]",2.1447e-06,0.0,"[0, 1, 0]",0.0066836784753199,0.0031174537128317
0.0002261947,0.08,"[0, 0, 1]",2.2264e-05,0.046,"[1, 0, 0]",0.0066107119172914,0.0031155183297474
0.0001105841,0.088,"[0, 0, 1]",5.0965e-05,0.0,"[0, 1, 0]",0.0066664322718208,0.0031305822205055
2.4429e-05,0.0,"[0, 1, 0]",0.00018,0.072,"[1, 0, 0]",0.0066910127862593,0.0031331950217296
0.000129472,0.112,"[1, 0, 0]",5.7024e-05,0.044,"[1, 0, 0]",0.0066431699305547,0.0030951575567491
1.2096e-05,0.084,"[1, 0, 0]",2.0088e-05,0.062,"[1, 0, 0]",0.0067016196138716,0.0031305937934276
3.7253e-05,0.098,"[0, 0, 1]",7.2382e-06,0.0,"[0, 1, 0]",0.006696255194745,0.003133210935602
0.0001477805,0.06,"[0, 0, 1]",3.528e-06,0.018,"[1, 0, 0]",0.0066614612900394,0.0031227936872864
1.0656e-05,0.074,"[1, 0, 0]",0.0001130973,0.0,"[0, 1, 0]",0.0067020907522544,0.0031312799403328
1.01788e-05,0.09,"[0, 0, 1]",4.5e-05,0.05,"[1, 0, 0]",0.0067049968302137,0.0031332689434443
1.5552e-05,0.048,"[1, 0, 0]",1.4368e-06,0.0,"[0, 1, 0]",0.0066997005005962,0.003132127898819
4.56e-05,0.114,"[1, 0, 0]",6.54498e-05,0.0,"[0, 1, 0]",0.006691785584811,0.0031221621645388
2.4429e-05,0.0,"[0, 1, 0]",0.0002747763,0.104,"[0, 0, 1]",0.0066908778959274,0.003133071784408
1.37413e-05,0.054,"[0, 0, 1]",9.19523e-05,0.0,"[0, 1, 0]",0.0067024518611042,0.0031332271026051
4.1888e-06,0.0,"[0, 1, 0]",2.05795e-05,0.0,"[0, 1, 0]",0.0067039753524168,0.0031333574585112
9.65097e-05,0.12,"[0, 0, 1]",5.79058e-05,0.0,"[0, 1, 0]",0.0066745527083144,0.0031325103492393
0.000144648,0.082,"[1, 0, 0]",8.0048e-06,0.052,"[0, 0, 1]",0.0066142718244436,0.0030988730126373
2.87309e-05,0.0,"[0, 1, 0]",3.87924e-05,0.0,"[0, 1, 0]",0.006687294994421,0.0031330277114994
0.0001741448,0.082,"[0, 0, 1]",9e-06,0.01,"[1, 0, 0]",0.006635578816545,0.003123283751713
7.2382e-06,0.0,"[0, 1, 0]",3.82269e-05,0.072,"[0, 0, 1]",0.0067031264801311,0.0031332107197178
0.0001219189,0.088,"[0, 0, 1]",5.79058e-05,0.0,"[0, 1, 0]",0.0066634086697872,0.0031291648237659
4.46022e-05,0.0,"[0, 1, 0]",1.66253e-05,0.108,"[0, 0, 1]",0.0066758495256769,0.0031312662179359
6.54498e-05,0.0,"[0, 1, 0]",2.87309e-05,0.0,"[0, 1, 0]",0.0066585160937686,0.0031289391366811
5.3312e-05,0.068,"[1, 0, 0]",4.1472e-05,0.018,"[1, 0, 0]",0.0066744760211277,0.0031237419176489
0.0002159845,0.11,"[0, 0, 1]",9.3104e-05,0.044,"[1, 0, 0]",0.0066263645951911,0.0031208870984794
4.1472e-05,0.032,"[1, 0, 0]",3.34517e-05,0.088,"[0, 0, 1]",0.0066754526528515,0.0031321788422675
5.8752e-05,0.102,"[1, 0, 0]",3.0008e-05,0.062,"[1, 0, 0]",0.0066660278366592,0.0031202095407112
7.88163e-05,0.098,"[0, 0, 1]",3.34517e-05,0.022,"[0, 0, 1]",0.0066793711176645,0.0031325996539655
1.52807e-05,0.076,"[0, 0, 1]",3.53869e-05,0.044,"[0, 0, 1]",0.0067028819061109,0.0031331220233252
2.0776e-05,0.106,"[1, 0, 0]",9.048e-07,0.0,"[0, 1, 0]",0.0066926782645355,0.0031298505816328
4.25749e-05,0.028,"[0, 0, 1]",3.0536e-06,0.0,"[0, 1, 0]",0.0066897533872271,0.0031321626796856
0.000275848,0.082,"[1, 0, 0]",9.5904e-05,0.074,"[1, 0, 0]",0.006516166139222,0.0030709280561986
0.0001130094,0.068,"[0, 0, 1]",8.8e-06,0.022,"[1, 0, 0]",0.0066681285854765,0.0031278902045255
2.592e-05,0.02,"[1, 0, 0]",0.000296032,0.088,"[1, 0, 0]",0.0066907069347891,0.0031331479701241
7.4008e-05,0.022,"[1, 0, 0]",6.35544e-05,0.07,"[0, 0, 1]",0.0066498672033974,0.003133313555971
0.0002463511,0.116,"[0, 0, 1]",0.000181976,0.086,"[1, 0, 0]",0.006606064790234,0.003118971741844
2.1447e-06,0.0,"[0, 1, 0]",0.000145,0.058,"[1, 0, 0]",0.0067048348106695,0.0031332577342242
0.000116424,0.066,"[1, 0, 0]",7.35133e-05,0.026,"[0, 0, 1]",0.0066248876495605,0.0031089897560988
6.0112e-05,0.052,"[1, 0, 0]",7.2382e-06,0.0,"[0, 1, 0]",0.006671617803278,0.0031239651288058
1.8096e-06,0.016,"[0, 0, 1]",7.36222e-05,0.0,"[0, 1, 0]",0.0067060288872145,0.0031333383537668
0.000248768,0.092,"[1, 0, 0]",4.46022e-05,0.0,"[0, 1, 0]",0.0065519983149597,0.0030650806306927
5.0965e-05,0.0,"[0, 1, 0]",7.36222e-05,0.0,"[0, 1, 0]",0.0066717703893726,0.003130722723581
8.092e-05,0.07,"[1, 0, 0]",3.072e-05,0.03,"[1, 0, 0]",0.0066615514764855,0.0031150983016738
